item,Distribuidor,Producto,Fabricante,composicion_por,Forma Farmacéutica,Procedencia,Liberación,Composición,Vías de Administración,Presentación,codigo_atc,descripcion_clasificacion,grupo_atc_3,grupo_atc_4
DE0940,INRETAIL PHARMA S.A.,VITAMIN E- 400 & SELENIUM 50 .,VITAMINS FOR LIFE LLC,CAPSULA,CAPSULA BLANDA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"ACETATO DE VITAMINA E 1,000.000000 UI LEVADURA CON SELENIO 25.000000 MCG",ORAL,"Frasco de PEAD color blanco, azul x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 cápsulas blandas con tapa de PEAD color blanco, azul. Frasco de Polipropileno blanco, azul x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 cápsulas blandas con tapa de Polipropileno blanco, azul. Frasco de PET rojo, marrón, azul x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 cápsulas blandas con tapa de PET rojo, marrón, azul. Caja de cartón y/o cartulina conteniendo 30, 45 y 60 cápsulas blandas en envase blíster de PVC incoloro con lámina de sellado de aluminio plateado por 10 y 15 cápsulas blandas.",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE0941,MEGA LIFESCIENCES PTY PERU S.A.C.,FERROVIT .,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,CAPSULA,CAPSULA BLANDA,TAILANDIA,INMEDIATA,FUMARATO FERROSO 162.000000 mg ACIDO FOLICO 0.750000 mg VITAMINA B12 7.500000 MCG,ORAL,"caja de cartón x 30 y 100 cápsulas blandas en envase blíster de PVC incoloro con lámina de sellado de aluminio plateado ampliación con exp 23-102718-1 a: caja de cartón x 1, 2, 4, 10, 20, 40, 50 y 60 cápsulas blandas en envase blíster de PVC incoloro con lámina de sellado de aluminio plateado",A11AA02,Multivitamínicos con calcio,A11,A11A
DE0942,MEGA LIFESCIENCES PTY PERU S.A.C.,NAT-B,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,CAPSULA,CAPSULA BLANDA,TAILANDIA,INMEDIATA,MONONITRATO DE TIAMINA 50.000000 mg NICOTINAMIDA 50.000000 mg PANTOTENATO DE CALCIO 50.000000 mg CLORHIDRATO DE PIRIDOXINA 50.000000 mg CIANOCOBALAMINA 50.000000 MCG ACIDO FOLICO 100.000000 MCG BITARTRATO DE COLINA 50.000000 mg BIOTINA 50.000000 MCG INOSITOL 50.000000 mg RIBOFLAVINA 50.000000 mg,ORAL,"caja de carton con sobre de aluminio conteniendo 30 cápsulas blandas en blister de PVC incoloro-aluminio, frasco de polipropileno blanco conteniendo 40 càpsulas blandas CAMBIO DE FORMA DE PRESENTACION (FORMATO DE COMUNICACIONES EXP 18-052383-1) Caja de carton con/sin sobre de aluminio x 1 hasta 1000 cápsulas blandas en blister de PVC incoloro-aluminio. Frasco de polipropileno blanco x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 200, 300, 400, 500, 600, 700, 800, 900 y/o 1000 càpsulas blandas Sobre de cartón x 1 hasta 10 cápsulas blandas en blíster de PVC incoloro-aluminio. Caja de cartón x 1 hasta 100 sobres de cartón x 1 hasta 10 cápsulas blandas en blíster de PVC incoloro -aluminio. Caja de cartón x 1 hasta 1000 cápsulas blandas en blister de PVC incoloro-aluminio. Caja de cartón (Caja dispensadora) x 1 hasta 100 sobres de cartón x 1 hasta 10 cápsulas blandas en blíster de PVC incoloro/aluminio.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE0943,MEGA LIFESCIENCES PTY PERU S.A.C.,VITACAP,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,CAPSULA,CAPSULA BLANDA,TAILANDIA,INMEDIATA,"PALMITATO DE VITAMINA A 5,000.000000 UI NICOTINAMIDA 45.000000 mg D-PANTENOL 5.000000 mg ACIDO FOLICO 1,000.000000 MCG VITAMINA B12 5.000000 MCG VITAMINA C 75.000000 mg FUMARATO FERROSO 50.000000 mg FOSFATO DE CALCIO 70.000000 mg SULFATO DE COBRE 0.100000 mg SULFATO DE MANGANESO 0.010000 mg SULFATO DE ZINC 50.000000 mg IODURO DE POTASIO 0.025000 mg OXIDO DE MAGNESIO PESADO 0.500000 mg VITAMINA D3 400.000000 UI ACETATO DE VITAMINA E 15.000000 mg VITAMINA B1 5.000000 mg VITAMINA B2 5.000000 mg VITAMINA B6 2.000000 mg",ORAL,"caja de cartón con 1, 2, 5,4, 8, 10, 20, 30, 50,100, 200, cápsulas blandas en blister de aluminio y PVC incoloro, Sobre de cartón x 1 ,2, 4, 8, 10 cápsulas blandas en blíster de aluminio y PVC incoloro.",A11AA01,Multivitamínicos con hierro,A11,A11A
DE0944,INRETAIL PHARMA S.A.,COENZYME Q10 10 mg,VITAMINS FOR LIFE,CAPSULA,CAPSULA BLANDA,ESTADOS UNIDOS DE AMERICA,PROLONGADA,COENZIMA Q10 10.000000 mg,ORAL,"Frasco de Polietileno de alta densidad blanco y/o de polipropileno blanco y/o de polietileno tereftalato rojo transparente x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 cápsulas blandas. Frasco de Polietileno tereftalato (PET) color oro x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 cápsulas blandas. CAMBIO DE FORMA DE PRESENTACION a : Frasco de PEAD blanco, azul y/o de Polipropileno blanco, azul y/o de PET dorado, azul, rojo transparente x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 cápsulas blandas. Expediente 22018321",C01EB09,Ubidecarenona,C01,C01E
DE0945,MEGA LIFESCIENCES PTY PERU S.A.C.,LIVOLIN FORTE,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,CAPSULA,CAPSULA BLANDA,TAILANDIA,PROLONGADA,FOSFOLIPIDOS ESENCIALES 300.000000 mg MONONITRATO DE TIAMINA 10.000000 mg RIBOFLAVINA 6.000000 mg CLORHIDRATO DE PIRIDOXINA 10.000000 mg CIANOCOBALAMINA 10.000000 MCG NICOTINAMIDA 30.000000 mg ALFA -ACETATO DE TOCOFEROL 10.000000 mg,ORAL,"caja x 30, 100 cápsulas en empaque blister de PVC/Aluminio incoloro/plateado AMPLIACION Sobre de cartón x 10 cápsulas blandas en blíster de PVC incoloro/aluminio plateado. Caja x 3 y 10 sobres de cartón x 30 y 100 cápsulas blandas en blíster de PVC incoloro /aluminio plateado. CAMBIO DE FORMA DE PRESENTACION (FORMATO DE COMUNICACIONES EXP. 23-051964-1) Caja de cartón plastificado x 1,2, 4, 8, 10, 20, 30, 50, 100, 200, 1000 cápsulas blandas en blister de PVC incoloro. y aluminio. Caja de carón plastificado X 1 hasta 100 sobres de carton por x 1,2, 4, 8, 10 capsulas blandas en blíster de PVC incoloro. y aluminio. Caja dispensadora de carón plastificado x 1 hasta 100 sobres de cartón x 1, 2, 4, 8, 10 cápsulas blandas en blíster de PVC incoloro y aluminio",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE0947,INRETAIL PHARMA S.A.,FOLIC ACID 400 mcg,VITAMINS FOR LIFE LLC,MILILITRO,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,ACIDO FOLICO 0.400000 mg,ORAL,"frasco de PEAD blanco o azul con tapa de PEAD blanco o azul x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 tabletas. Frasco de PP blanco o azul con tapa de PP blanco o azul x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 tabletas. Frasco de PET rojo, marrón o azul con tapa de PET rojo, marrón o azul x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 tabletas.",B03BB01,Ácido fólico,B03,B03B
DE0994,MEGA LIFESCIENCES PTY PERU S.A.C.,ENAT 400 400 UI,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,CAPSULA,CAPSULA BLANDA,TAILANDIA,PROLONGADA,DL-ALFA ACETATO DE TOCOFERIL 400.000000 UI,ORAL,"Caja de cartón con o sin sobre de aluminio conteniendo blíster de PVC incoloro y aluminio plateado x 2, 5, 10, 20, 30, 50, 100, 200, 300, 400, 500 y 1 000 cápsulas blandas. Sobre de cartón x 10 cápsulas blandas en blíster de PVC incoloro y aluminio plateado. Caja de cartón con 3 y 10 sobres de cartón x 30 y 100 cápsulas blandas en blíster de PVC incoloro y aluminio plateado CAMBIO DE FORMA DE PRESENTACION (FORMATO DE COMUNICACIONES EXP.18-052377-1) Caja de cartón con o sin sobre de aluminio x 1 hasta 100 blíster de PVC incoloro/aluminio x 1 hasta 10 cápsulas blandas. Sobre de cartón x 1 hasta 10 cápsulas blandas en blíster de PVC incoloro/aluminio . Caja de cartón x 1 hasta 100 sobres de cartón x 1 hasta 10 cápsulas blandas en blíster de PVC incoloro/ aluminio. Caja de cartón (Caja dispensadora) x 1 hasta 100 sobres de cartón x 1 hasta 10 cápsulas blandas en blíster de PVC incoloro/ aluminio.",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE1010,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,D3 400 IU (10 MCG) .,MASON VITAMINS INC.,CAPSULA,CAPSULA BLANDA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,VITAMINA D3 400.000000 UI,ORAL,"Frasco de poli (tereftalato de etileno) ámbar con tapa de polietileno de baja densidad amarillo, conteniendo 100, 120, 150 y 180 cápsulas blandas",A11AA01,Multivitamínicos con hierro,A11,A11A
DE1016,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,"A-10,000IU FROM FISH LIVER OIL 10000 UI",MASON VITAMINS INC.,CAPSULA,CAPSULA BLANDA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"PALMITATO DE VITAMINA A 21.978000 mg VITAMINA A 10,000.000000 UI",ORAL,"Frasco de polietileno de alta densidad ámbar x 30, 50, 80, 100, 120, 180 y 260 cápsulas blandas con tapa de polietileno de baja densidad, amarillo",A11AA01,Multivitamínicos con hierro,A11,A11A
DE1041,INRETAIL PHARMA S.A.,BREWERS YEAST 500mg,VITAMINS FOR LIFE LLC,VIAL,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,LEVADURA DE CERVEZA 500.000000 mg,ORAL,"Frasco de polietileno de alta densidad blanco, azul o frasco de polipropileno blanco, azul o frasco de polietileno tereftalato, blanco, transparente rojo, azul x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 tabletas. Caja cartón por 30, 45 y 60 tabletas en envase blíster de aluminio-PVC incoloro. Caja de cartulina por 30, 45 y 60 tabletas en envase blíster de aluminio-PVC incoloro.",A07FA51,"Ácido láctico, organismos productores de, combinaciones",A07,A07F
DE1042,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,BIOTIN 800mcg,MASON VITAMINS INC.,TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,PROLONGADA,BIOTINA 80.000000 mg,ORAL,"frasco de polietileno tereftalato color ámbar oscuro x 30, 60, 100, 120, 150, 180 tabletas con tapa de PEBD color amarillo",A11AA01,Multivitamínicos con hierro,A11,A11A
DE1045,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,B-12 250 mcg,MASON VITAMINS INC.,GRAMO,TABLETA,ESTADOS UNIDOS DE AMERICA,PROLONGADA,CIANOCOBALAMINA 250.000000 MCG,ORAL,"frasco de polietileno tereftalato ámbar x 30, 50, 100, 120, 150 y 180 tabletas",A11AA01,Multivitamínicos con hierro,A11,A11A
DE1054,LAB NUTRITION CORP S.A.C.,KANGAVITES® COMPLETE MULTIVITAMIN E MINERAL BOUNCIN BERRY® FLAVOR,"SOLGAR, INC.",TABLETA,TABLETA MASTICABLE,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"VITAMINA A 2,500.000000 UI ACETATO DE VITAMINA E 15.000000 UI TIAMINA 0.750000 mg VITAMINA B12 3.000000 MCG RIBOFLAVINA 0.850000 mg NIACINA 10.000000 mg VITAMINA B6 1.000000 mg ACIDO FOLICO 100.000000 MCG BIOTINA 50.000000 MCG ACIDO PANTOTENICO 5.000000 mg CALCIO 64.000000 mg SELENIO 2.000000 MCG HIERRO 2.500000 mg YODO 22.500000 MCG MAGNESIO 32.000000 mg ZINC 1.500000 mg COBRE 0.025000 mg VITAMINA C 60.000000 mg MANGANESO 0.250000 mg CROMO 5.000000 MCG POTASIO (CITRATO DE POTASIO-FOSFATO MONOPOTASICO) 5.000000 mg COLINA 0.500000 mg VITAMINA D 100.000000 UI",ORAL,"frasco de vidrio tipo III ámbar x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 150, 160, 180, 200, 240, 250, 300, 400, 500 y 1000 tabletas masticables con o sin caja de cartón.,",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE1055,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,L-ARGININE 500 mg,MASON VITAMINS INC.,CAPSULA,CAPSULA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,CLORHIDRATO DE L-ARGININA 604.765000 mg,ORAL,"Frasco de polietileno tereftalato ámbar x 30, 60, 100, 120, 150 y 180 cápsulas",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE1078,TERBOL PERU SOCIEDAD ANONIMA CERRADA,FOLIC ACID 800 mcg,TERBONOVA INC,VIAL,TABLETA,ESTADOS UNIDOS DE AMERICA,PROLONGADA,ACIDO FOLICO 800.000000 MCG,ORAL,Caja de cartulina triplex x 2 y 30 tabletas en blíster Aluminio/PVDC-PVC incoloro. Frasco de polietileno tereftalato blanco x 100 tabletas.,A11AA02,Multivitamínicos con calcio,A11,A11A
DE1092,IMPORTACIONES DELTA INNOVA S.A.C.,SENTRY SENIOR,"21 ST CENTURY HEALTHCARE,INC",VIAL,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"VITAMINA A 25,000.000000 UI ACIDO FOLICO 25.000000 MCG VITAMINA B12 25.000000 MCG BIOTINA 30.000000 MCG ACIDO PANTOTENICO 10.000000 mg CALCIO 220.000000 mg FOSFATO MONO POTASICO-PIROFOSFATO FERRICO-FOSFATO TRI CALCICO 110.000000 mg IODO 150.000000 MCG MAGNESIO 50.000000 mg ZINC 11.000000 mg SELENIO 55.000000 MCG VITAMINA C 90.000000 mg COBRE 0.900000 mg MANGANESO 2.300000 mg CROMO 45.000000 MCG MOLIBDENO 45.000000 MCG CLORURO 72.000000 mg POTASIO (CITRATO DE POTASIO-FOSFATO MONOPOTASICO) 80.000000 mg BORO 5.000000 MCG NIQUEL 5.000000 MCG PULPA DE CARICA PAPAYA (PAPAYA) 2.000000 mg VANADIO 10.000000 MCG VITAMINA D3 500.000000 UI LICOPENO 300.000000 MCG LUTEINA 250.000000 MCG ACETATO DE VITAMINA E 50.000000 UI VITAMINA K 30.000000 MCG MONONITRATO DE TIAMINA 1.500000 mg RIBOFLAVINA 1.700000 mg NIACINA 20.000000 mg VITAMINA B6 500.000000 MCG",ORAL,"frasco de polietileno de alta densidad blanco x 10, 30, 60, 100, 110, 120, 130 y 240 tabletas",A11AA01,Multivitamínicos con hierro,A11,A11A
DE1095,IMPORTACIONES DELTA INNOVA S.A.C.,NEW ARTHRI-FLEX ADVANTAGE,"21 ST CENTURY HEALTHCARE,INC",TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,ASCORBATO DE CALCIO 30.700000 mg MOLIBDENO 55.000000 MCG SULFATO DE GLUCOSAMINA 375.000000 mg METILSULFONIL METANO 375.000000 mg CONDROITINA SULFATO DE SODIO 200.000000 mg ACIDO HIALURONICO 20.000000 mg MAGNESIO 50.000000 mg ZINC 3.750000 mg COBRE 125.000000 MCG MANGANESO 1.250000 MCG,ORAL,"Frasco de polietileno de alta densidad blanco x 120 tabletas; caja con un frasco de polietileno de alta densidad azul transparente x 10, 30, 60, 120, 130 y 240 tabletas.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE1104,INRETAIL PHARMA S.A.,CHEWABLE C 100 .,"NUTRA MANUFACTURING, LLC",TABLETA,TABLETA MASTICABLE,ESTADOS UNIDOS DE AMERICA,,COMPLEJO CITRICO BIOFLAVONOIDE 5.000000 mg ACIDO ASCORBICO 117.895000 mg,ORAL,"Frasco de polietileno de alta densidad rojo y/o frasco de vidrio tipo III ámbar con 10, 12, 15, 20, 25, 30, 40, 50, 60, 90, 100, 120, 150, 180, 200, 240, 250, 300, 350, 400, 450 y 500 tabletas masticables. EXPEDIENTE N° 19-076007-1 del 14/08/2019 ( ACLARACION DE FORMA DE PRESENTACIÓN posterior a la reinscripcion) Frasco de polietileno de alta densidad rojo, blanco, dorado, verde, azul, bronce, verde azulado, azul, perla, ámbar, negro, natural, verde metálico, azul reflejo con 10, 12, 15, 20, 25, 30, 40, 50, 60, 90, 100, 120, 150, 180, 200, 240, 250, 300, 350, 400, 450 y 500 tabletas masticables. Frasco de vidrio tipo III ámbar con 10, 12, 15, 20, 25, 30, 40, 50, 60, 90, 100, 120, 150, 180, 200, 240, 250, 300, 350, 400, 450 y 500 tabletas masticables.",B05BA10,Combinaciones,B05,B05B
DE1129,INRETAIL PHARMA S.A.,COLLAGEN 500 mg,VITAMINS FOR LIFE,VIAL,TABLETA RECUBIERTA,ESTADOS UNIDOS DE AMERICA,PROLONGADA,COLAGENO 500.000000 mg,ORAL,"Frasco de polietileno de alta densidad azul, blanco y/o frasco de polipropileno azul, blanco y/o frasco de polietileno tereftalato azul, rojo transparente, dorado x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 tabletas recubiertas. Caja de cartón o cartulina x 10, 20, 30, 45 y 60 tabletas recubiertas en blíster de PVC incoloro y aluminio",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE1138,INRETAIL PHARMA S.A.,ZINC 15 mg,VITAMINS FOR LIFE,MILILITRO,TABLETA RECUBIERTA,ESTADOS UNIDOS DE AMERICA,,ZINC 15.000000 mg,ORAL,"Frasco de polietileno de alta densidad blanco, azul y/o frasco de polipropileno blanco, azul y/o frasco de polietileno tereftalato rojo transparente, gris, azul x 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 180, 200, 220, 250 y 500 tabletas recubiertas. Caja de cartón x 10, 20, 30, 45 y 60 tabletas recubiertas en blíster de PVC incoloro y aluminio. Caja de cartulina x 10, 20, 30, 45 y 60 tabletas recubiertas en blíster de PVC incoloro y aluminio.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE1139,D & M PHARMA PERU S.A.C.,PLUSCAL MOUSSE 20.8%,LABORATORIO PABLO CASSARA S.R.L,DOSIS 6.00 g,ESPUMA,ARGENTINA,,"POR DOSIS 6.00 g - CARBONATO DE CALCIO 1,250.000000 mg",ORAL,Frasco de aluminio blanco x 240 gramos/215mL con valvula dispensadora y tapa medidora,A12AA04,Carbonato de calcio,A12,A12A
DE1159,CORPORACION ARION SOCIEDAD ANONIMA CERRADA/CORPORACION ARION S.A.C.,LUTEIN 6mg,MASON VITAMINS INC.,CAPSULA,CAPSULA BLANDA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,LUTEINA 30.000000 mg,ORAL,"frasco de polietileno tereftalato ámbar oscuro x 15, 30, 60 cápsulas blandas",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE1163,MEGA LIFESCIENCES PTY PERU S.A.C.,ALERTEN 50 EMULCAP 50 mg,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,CAPSULA,CAPSULA BLANDA,TAILANDIA,INMEDIATA,UBIDECARENONA 50.000000 mg,ORAL,caja de cartón conteniendo sobre de aluminio x 30 cápsulas blandas en blíster de PVC incoloro/Aluminio plateado de 10 cápsulas cada uno. Caja de cartón con o sin sobre de aluminio x 100 cápsulas blandas en blíster de PVC incoloro/Aluminio plateado de 10 cápsulas cada uno.,C01EB09,Ubidecarenona,C01,C01E
DE1174,MEGA LABS LATAM S.A.,DIARIS,ROEMMERS S.A.I.C.F.,CAPSULA,CAPSULA,ARGENTINA,PROLONGADA,LUTEINA 6.000000 mg VITAMINA C 60.000000 mg ACETATO DE VITAMINA E 30.000000 mg ZINC 15.000000 mg COBRE 2.000000 mg,ORAL,"caja de cartulina conteniendo blister de pvc/pvdc inactínico cristal-aluminio incoloro-plateado x 30, 60 cápsulas. CAMBIO caja de cartulina conteniendo blíster ALU/ALU Plateado/Plateado x 30, 60 cápsulas.",A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE1186,ABBOTT LABORATORIOS S.A.,PULMOCARE SABOR VAINILLA,ABBOTT NUTRITION,OTROS 100.00 mL,SUSPENSION ORAL,ESTADOS UNIDOS DE AMERICA,INMEDIATA,POR OTROS 100.00 mL - CASEINA ACIDA 5.800000 g CLORURO DE MAGNESIO 387.500000 mg FOSFATO TRIBASICO DE CALCIO ANHIDRO 310.800000 mg CITRATO DE SODIO 193.800000 mg FOSFATO DIBASICO DE POTASIO 132.700000 mg CITRATO DE POTASIO 127.800000 mg ACIDO ASCORBICO 77.400000 mg CLORURO DE COLINA 69.500000 mg SULFATO DE ZINC 7.400000 mg SULFATO FERROSO 6.500000 mg SULFATO DE MANGANESO 1.800000 mg SACAROSA 5.600000 g SULFATO DE COBRE 998.600000 mg CLORURO DE CROMO (III) 59.700000 MCG MOLIBDATO DE SODIO 48.700000 MCG SELENATO DE SODIO 20.900000 MCG ALFA -ACETATO DE TOCOFEROL 7.200000 mg FILOQUINONA 7.300000 MCG VITAMINA D3 1.200000 MCG TAURINA 19.000000 mg CARNITINA 19.000000 mg NIACINAMIDA 5.400000 mg ACEITE DE CANOLA 5.300000 g PANTOTENATO DE CALCIO 3.500000 mg CLORHIDRATO DE TIAMINA 892.100000 MCG CLORHIDRATO DE PIRIDOXINA 859.000000 MCG RIBOFLAVINA 697.900000 MCG ACIDO FOLICO 144.500000 MCG BIOTINA 105.000000 MCG CIANOCOBALAMINA 2.400000 MCG CLORURO DE SODIO 7.900000 mg BETACAROTENO 2.000000 mg PALMITATO DE VITAMINA A 492.600000 MCG MALTODEXTRINA 4.800000 g IODURO DE POTASIO 25.300000 MCG TRIGLICERIDOS DE CADENA MEDIA 1.900000 g ACEITE DE MAIZ 1.300000 g CASEINATO DE CALCIO 888.400000 mg CITRATO DE POTASIO ANHIDRO 705.800000 mg ACEITE VEGETAL 666.800000 mg,ORAL,lata de acero x 237 mL,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE1188,UNIMED DEL PERU S.A.,VITESOL B6 .,PROCAPS S.A.,CAPSULA,CAPSULA BLANDA,COLOMBIA,PROLONGADA,DL-ALFA ACETATO DE TOCOFEROL 400.000000 mg CLORHIDRATO DE PIRIDOXINA 50.000000 mg,ORAL,Caja de cartón conteniendo blíster de aluminio/Policloruro de Vinilo (Cloruro de Polivinilo) - Policlorortrifluoroetileno color plateado/incoloro x 4 y 30 cápsulas blandas.,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE1189,SHERFARMA S.A.C.,LECITINA 1200 mg,"SIRIO PHARMA CO., LTD.",CAPSULA,CAPSULA BLANDA,CHINA,INMEDIATA,"LECITINA 1,200.000000 mg",ORAL,"Frasco de polietileno de alta densidad blanco o ámbar y frasco de polietileno tereftalato ámbar con tapa de polietileno blanco por 30, 40, 50, 60, 70, 80, 90, 100, 120, 150, 180, 200 y 250 cápsulas blandas con y sin caja de cartón.",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE1195,FARMAKONSUMA S.A.,KIDCAL ZINC SABOR A FRESA .,ALTEA FARMACEUTICA S.A.,MILILITRO,SUSPENSION ORAL,COLOMBIA,INMEDIATA,CALCIO 300.000000 mg VITAMINA D3 100.000000 UI OXIDO DE ZINC 9.333000 mg,ORAL,"Frasco de vidrio tipo III ámbar x 30 mL, 60 mL, 90 mL y 180 mL con o sin caja de cartulina, con tapa de polipropileno blanco y con o sin vaso dosificador de polipropileno incoloro. REF. EXPEDIENTE 25-058181-1 DEL 16 DE MAYO 2025",A11AA01,Multivitamínicos con hierro,A11,A11A
DE1203,CORPORACION PHARMA SOLUTIONS PERU S.A.C.,VIUSID,"CATALYSIS, S.L.",UNIDADES DE TURBIDEZ DE LA FORMACINA,SOLUCION ORAL,ESPAÑA,,POR UNIDADES DE TURBIDEZ DE LA FORMACINA - ARGININA 2.000000 g GLICINA 1.000000 g ACIDO ASCORBICO 60.000000 mg SULFATO DE ZINC 15.000000 mg PANTOTENATO DE CALCIO 6.000000 mg PIRIDOXAL 5-FOSFATO 2.000000 mg ACIDO FOLICO 200.000000 MCG CIANOCOBALAMINA 1.000000 MCG ACIDO MALICO 2.000000 g GLUCOSAMINA 2.000000 g,ORAL,Caja de cartón con frasco de polietileno tereftalato marrón x 50 y 100mL con o sin vasito dosificador de polipropileno incoloro. Frasco de polietileno tereftalato marrón x 30mL con o sin vasito dosificador de polipropileno incoloro. 2021 CAMBIO EXCIPIENTES,A11AA02,Multivitamínicos con calcio,A11,A11A
DE1204,CORPORACION PHARMA SOLUTIONS PERU S.A.C.,SPERMOTREND,"CATALYSIS, S.L.",CAPSULA,CAPSULA,ESPAÑA,INMEDIATA,ACIDO ASCORBICO 30.000000 mg SULFATO DE ZINC 20.000000 mg SELENITO DE SODIO 0.020000 mg PIRIDOXINA 1.000000 mg ACIDO FOLICO 100.000000 MCG CIANOCOBALAMINA 0.500000 mg ACETATO DE VITAMINA E 5.000000 mg ARGININA 50.000000 mg CARNITINA 40.000000 mg,ORAL,"caja de carton con frasco de polietileno de alta densidad blanco x 30, 60, 90 capsulas",A16,OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y METABOLISMO,A16,A16
DE1226,FARMAVAL PERU S.A.,CALDEVAL .,LABORATORIOS SAVAL S.A.,COMPRIMIDO,COMPRIMIDO MASTICABLE,CHILE,INMEDIATA,"CARBONATO DE CALCIO 1,250.000000 mg COLECALCIFEROL 4.000000 mg",ORAL,caja de cartulina duplex por 30 o 60 comprimidos masticables en blíster de poli(cloruro de vinilo)/poli(cloruro de vinilideno) incoloro y aluminio plateado,A11AA03,"Multivitamínicos con otros minerales, incl. combinaciones",A11,A11A
DE1230,BERINVEST S.A.C.,VITAMIN C 1000mg,XTRA LIFE NATURAL PRODUCTS,TABLETA,TABLETA,ESTADOS UNIDOS DE AMERICA,INMEDIATA,"VITAMINA C 1,000.000000 mg",ORAL,"sin ó con caja de cartón conteniendo frasco de polietileno de alta densidad blanco x 30, 50, 60, 90, 100, 120, 150, 200 tabletas",A11AA01,Multivitamínicos con hierro,A11,A11A
